ID Usuario,Edad,Genero,Fecha,Localidad,Plataforma,Dispositivo,Sistema Operativo,Conexion Exitosa
2185256,61,F,29/11/2023,"Mendoza, Mendoza",HBO Max,"Smart TV 65"" OLED 4K S90C",Tizen 2.3.2,1
2185256,61,F,10/10/2024,"Mendoza, Mendoza",Amazon Prime,"Smart TV 65"" OLED 4K S90C",Tizen 3.0,0
2185256,61,F,28/08/2024,"Mendoza, Mendoza",HBO Max,"Smart TV 55"" UHD 4K",Tizen 3.0,0
2185256,61,F,27/11/2023,"Mendoza, Mendoza",HBO Max,"Smart TV 40"" FHD",Tizen 2.3.2,0
2185256,48,M,17/03/2024,"Mendoza, Mendoza",Paramount+,"Smart TV 65"" OLED 4K S90C",Tizen 3.0,0
2185256,21,M,04/12/2023,"Mendoza, Mendoza",Paramount+,"Smart TV 55"" UHD 4K",Tizen 2.3.2,1
2185256,36,F,16/08/2024,"Mendoza, Mendoza",HBO Max,"Smart TV 55"" UHD 4K",Tizen 3.0,1
2185256,36,F,21/08/2024,"Mendoza, Mendoza",Amazon Prime,"Smart TV 40"" FHD",Tizen 2.3.2,1
2185256,36,F,31/12/2023,"Mendoza, Mendoza",Disney+,"Smart TV 55"" UHD 4K",Tizen 2.2.1,1
2185256,36,F,12/11/2023,"Mendoza, Mendoza",Amazon Prime,"Smart TV 55"" HD LED",Tizen 2.2.1,0
2185256,61,F,06/09/2024,"Mendoza, Mendoza",Paramount+,"Smart TV 55"" HD LED",Tizen 3.0,1
2185256,21,M,15/02/2024,"Mendoza, Mendoza",Disney+,"Smart TV 55"" UHD 4K",Tizen 2.3.2,1
2185256,21,M,29/02/2024,"Mendoza, Mendoza",HBO Max,"Smart TV 40"" FHD",Tizen 4.0,1
2185256,48,M,21/05/2024,"Mendoza, Mendoza",Netflix,"Smart TV 55"" UHD 4K",Tizen 4.0,0
2185256,21,M,24/05/2024,"Mendoza, Mendoza",Amazon Prime,"Smart TV 40"" FHD",Tizen 3.0,1
2185256,36,F,06/09/2024,"Mendoza, Mendoza",Disney+,"Smart TV 65"" OLED 4K S90C",Tizen 2.2.1,1
2185256,48,M,26/01/2024,"Mendoza, Mendoza",Amazon Prime,"Smart TV 65"" OLED 4K S90C",Tizen 2.3.2,0
2185256,61,F,10/01/2024,"Mendoza, Mendoza",Paramount+,"Smart TV 55"" HD LED",Tizen 4.0,0
2185256,21,M,08/03/2024,"Mendoza, Mendoza",Paramount+,"Smart TV 65"" OLED 4K S90C",Tizen 2.3,0
2185256,21,M,02/08/2024,"Mendoza, Mendoza",Paramount+,"Smart TV 55"" UHD 4K",Tizen 2.2.1,0
2185256,36,F,02/07/2024,"Mendoza, Mendoza",Disney+,"Smart TV 65"" OLED 4K S90C",Tizen 2.2.1,0
2185256,36,F,25/08/2024,"Mendoza, Mendoza",HBO Max,"Smart TV 55"" UHD 4K",Tizen 2.3,1
2185256,21,M,17/12/2023,"Mendoza, Mendoza",Disney+,"Smart TV 40"" FHD",Tizen 4.0,0
2185256,36,F,30/01/2024,"Mendoza, Mendoza",Netflix,"Smart TV 55"" UHD 4K",Tizen 4.0,0
2185256,48,M,08/05/2024,"Mendoza, Mendoza",Amazon Prime,"Smart TV 65"" OLED 4K S90C",Tizen 2.2.1,0
2185256,36,F,08/08/2024,"Mendoza, Mendoza",Netflix,"Smart TV 55"" HD LED",Tizen 3.0,0
2185256,61,F,14/11/2023,"Mendoza, Mendoza",Disney+,"Smart TV 65"" OLED 4K S90C",Tizen 2.3,1
2185256,21,M,17/12/2023,"Mendoza, Mendoza",Paramount+,"Smart TV 65"" OLED 4K S90C",Tizen 2.3.2,1
2185256,21,M,10/07/2024,"Mendoza, Mendoza",Netflix,"Smart TV 55"" HD LED",Tizen 2.3.2,1
2185256,61,F,26/04/2024,"Mendoza, Mendoza",HBO Max,"Smart TV 55"" HD LED",Tizen 2.3,1
2185256,48,M,30/08/2024,"Mendoza, Mendoza",Amazon Prime,"Smart TV 55"" UHD 4K",Tizen 4.0,1
2185256,21,M,26/08/2024,"Mendoza, Mendoza",Paramount+,"Smart TV 40"" FHD",Tizen 4.0,1
2185256,21,M,22/03/2024,"Mendoza, Mendoza",HBO Max,"Smart TV 55"" UHD 4K",Tizen 3.0,1
2185256,48,M,17/03/2024,"Mendoza, Mendoza",Netflix,"Smart TV 40"" FHD",Tizen 2.3,0
2185256,21,M,06/10/2024,"Mendoza, Mendoza",Disney+,"Smart TV 55"" UHD 4K",Tizen 2.3.2,0
2185256,48,M,05/12/2023,"Mendoza, Mendoza",Netflix,"Smart TV 55"" UHD 4K",Tizen 3.0,1
2185256,48,M,26/05/2024,"Mendoza, Mendoza",HBO Max,"Smart TV 55"" UHD 4K",Tizen 2.2.1,0
2185256,36,F,14/02/2024,"Mendoza, Mendoza",Disney+,"Smart TV 55"" UHD 4K",Tizen 2.3.2,1
2185256,48,M,15/01/2024,"Mendoza, Mendoza",Netflix,"Smart TV 55"" HD LED",Tizen 2.3,1
2185256,61,F,03/03/2024,"Mendoza, Mendoza",Paramount+,"Smart TV 55"" UHD 4K",Tizen 3.0,1
2185256,21,M,12/05/2024,"Mendoza, Mendoza",Paramount+,"Smart TV 55"" HD LED",Tizen 4.0,1
2185256,36,F,13/08/2024,"Mendoza, Mendoza",Disney+,"Smart TV 65"" OLED 4K S90C",Tizen 2.2.1,1
2185256,48,M,06/01/2024,"Mendoza, Mendoza",Amazon Prime,"Smart TV 65"" OLED 4K S90C",Tizen 2.3.2,1
2185256,36,F,07/11/2024,"Mendoza, Mendoza",HBO Max,"Smart TV 55"" UHD 4K",Tizen 2.2.1,1
2185256,48,M,03/10/2024,"Mendoza, Mendoza",HBO Max,"Smart TV 65"" OLED 4K S90C",Tizen 3.0,1
2185256,21,M,26/10/2024,"Mendoza, Mendoza",Amazon Prime,"Smart TV 55"" HD LED",Tizen 2.2.1,1
2185256,21,M,16/09/2024,"Mendoza, Mendoza",Amazon Prime,"Smart TV 65"" OLED 4K S90C",Tizen 2.3.2,0
2185256,21,M,12/01/2024,"Mendoza, Mendoza",Disney+,"Smart TV 55"" UHD 4K",Tizen 3.0,1
2185256,36,F,25/10/2024,"Mendoza, Mendoza",Paramount+,"Smart TV 55"" HD LED",Tizen 2.3,1
2185256,36,F,26/10/2024,"Mendoza, Mendoza",Netflix,"Smart TV 65"" OLED 4K S90C",Tizen 2.3.2,0
2185256,48,M,21/09/2024,"Mendoza, Mendoza",Netflix,"Smart TV 40"" FHD",Tizen 4.0,0
2185256,48,M,24/01/2024,"Mendoza, Mendoza",Paramount+,"Smart TV 65"" OLED 4K S90C",Tizen 2.3,0
2185256,36,F,03/09/2024,"Mendoza, Mendoza",Paramount+,"Smart TV 65"" OLED 4K S90C",Tizen 4.0,1
2185256,36,F,21/07/2024,"Mendoza, Mendoza",Paramount+,"Smart TV 55"" UHD 4K",Tizen 3.0,1
2185256,48,M,15/08/2024,"Mendoza, Mendoza",Amazon Prime,"Smart TV 55"" HD LED",Tizen 3.0,1
2185256,61,F,07/06/2024,"Mendoza, Mendoza",Netflix,"Smart TV 55"" HD LED",Tizen 2.3,1
2185256,36,F,23/11/2023,"Mendoza, Mendoza",HBO Max,"Smart TV 40"" FHD",Tizen 2.3.2,1
2185256,36,F,16/03/2024,"Mendoza, Mendoza",Netflix,"Smart TV 65"" OLED 4K S90C",Tizen 3.0,0
2185256,21,M,20/02/2024,"Mendoza, Mendoza",Amazon Prime,"Smart TV 55"" UHD 4K",Tizen 4.0,1
2185256,48,M,03/08/2024,"Mendoza, Mendoza",HBO Max,"Smart TV 40"" FHD",Tizen 2.2.1,1
2185256,21,M,10/08/2024,"Mendoza, Mendoza",HBO Max,"Smart TV 40"" FHD",Tizen 2.3.2,1
2185256,61,F,10/08/2024,"Mendoza, Mendoza",Amazon Prime,"Smart TV 65"" OLED 4K S90C",Tizen 2.3.2,0
2185256,36,F,14/04/2024,"Mendoza, Mendoza",Amazon Prime,"Smart TV 40"" FHD",Tizen 2.2.1,1
2185256,48,M,23/04/2024,"Mendoza, Mendoza",Disney+,"Smart TV 40"" FHD",Tizen 2.3,0
2185256,21,M,21/09/2024,"Mendoza, Mendoza",Disney+,"Smart TV 40"" FHD",Tizen 4.0,0
2185256,48,M,07/09/2024,"Mendoza, Mendoza",Disney+,"Smart TV 55"" HD LED",Tizen 4.0,0
2185256,61,F,27/02/2024,"Mendoza, Mendoza",Netflix,"Smart TV 65"" OLED 4K S90C",Tizen 3.0,0
2185256,61,F,10/08/2024,"Mendoza, Mendoza",Disney+,"Smart TV 40"" FHD",Tizen 3.0,1
2185256,21,M,21/11/2023,"Mendoza, Mendoza",HBO Max,"Smart TV 65"" OLED 4K S90C",Tizen 2.3,0
2185256,21,M,02/01/2024,"Mendoza, Mendoza",Netflix,"Smart TV 55"" HD LED",Tizen 2.3,0
2185256,21,M,17/04/2024,"Mendoza, Mendoza",HBO Max,"Smart TV 55"" UHD 4K",Tizen 2.3.2,1
2185256,21,M,23/04/2024,"Mendoza, Mendoza",Disney+,"Smart TV 65"" OLED 4K S90C",Tizen 2.3.2,1
2185256,36,F,01/06/2024,"Mendoza, Mendoza",Disney+,"Smart TV 40"" FHD",Tizen 4.0,0
2185256,61,F,13/06/2024,"Mendoza, Mendoza",Paramount+,"Smart TV 55"" HD LED",Tizen 2.3.2,0
2185256,36,F,15/03/2024,"Mendoza, Mendoza",Disney+,"Smart TV 65"" OLED 4K S90C",Tizen 2.3,0
2416613,23,M,05/02/2024,"San Juan, San Juan",Disney+,"Smart TV 55"" HD LED",Tizen 2.3.2,0
2416613,23,M,10/09/2024,"San Juan, San Juan",Netflix,"Smart TV 55"" UHD 4K",Tizen 4.0,0
2416613,25,F,10/09/2024,"San Juan, San Juan",HBO Max,"Smart TV 75"" Neo QLED 4K QN85C",Tizen 4.0,1
2416613,23,M,12/09/2024,"San Juan, San Juan",Disney+,"Smart TV 75"" Neo QLED 4K QN85C",Tizen 4.0,1
2416613,25,F,12/04/2024,"San Juan, San Juan",Disney+,"Smart TV 65"" OLED 4K S90C",Tizen 4.0,0
2416613,18,M,18/05/2024,"San Juan, San Juan",Paramount+,"Smart TV 75"" Neo QLED 4K QN85C",Tizen 4.0,0
2416613,25,F,14/01/2024,"San Juan, San Juan",Amazon Prime,"Smart TV 75"" Neo QLED 4K QN85C",Tizen 4.0,0
2416613,18,M,30/10/2024,"San Juan, San Juan",Netflix,"Smart TV 75"" Neo QLED 4K QN85C",Tizen 3.0,0
2416613,18,M,10/09/2024,"San Juan, San Juan",Netflix,"Smart TV 55"" UHD 4K",Tizen 2.3.2,0
2416613,18,M,16/07/2024,"San Juan, San Juan",Amazon Prime,"Smart TV 55"" UHD 4K",Tizen 2.3,1
2416613,18,M,17/05/2024,"San Juan, San Juan",Amazon Prime,"Smart TV 65"" OLED 4K S90C",Tizen 4.0,1
2416613,25,F,09/10/2024,"San Juan, San Juan",Disney+,"Smart TV 65"" OLED 4K S90C",Tizen 4.0,0
2416613,45,M,28/03/2024,"San Juan, San Juan",HBO Max,"Smart TV 55"" HD LED",Tizen 2.3.2,1
2416613,23,M,12/12/2023,"San Juan, San Juan",Disney+,"Smart TV 55"" HD LED",Tizen 2.2.1,0
2416613,18,M,16/01/2024,"San Juan, San Juan",Amazon Prime,"Smart TV 65"" OLED 4K S90C",Tizen 2.3,1
2416613,23,M,01/06/2024,"San Juan, San Juan",HBO Max,"Smart TV 65"" OLED 4K S90C",Tizen 2.3.2,1
2416613,45,M,01/09/2024,"San Juan, San Juan",Disney+,"Smart TV 55"" UHD 4K",Tizen 2.3,0
2416613,23,M,02/06/2024,"San Juan, San Juan",Disney+,"Smart TV 65"" OLED 4K S90C",Tizen 2.3.2,0
2416613,18,M,29/06/2024,"San Juan, San Juan",Amazon Prime,"Smart TV 55"" UHD 4K",Tizen 2.2.1,0
2416613,18,M,01/12/2023,"San Juan, San Juan",Disney+,"Smart TV 55"" UHD 4K",Tizen 2.3.2,0
2416613,23,M,26/03/2024,"San Juan, San Juan",Paramount+,"Smart TV 75"" Neo QLED 4K QN85C",Tizen 2.2.1,1
2416613,23,M,16/08/2024,"San Juan, San Juan",HBO Max,"Smart TV 55"" HD LED",Tizen 2.3,1
2416613,18,M,28/05/2024,"San Juan, San Juan",Disney+,"Smart TV 65"" OLED 4K S90C",Tizen 2.3,1
2416613,45,M,07/06/2024,"San Juan, San Juan",Paramount+,"Smart TV 55"" UHD 4K",Tizen 2.3.2,1
2416613,23,M,26/08/2024,"San Juan, San Juan",Netflix,"Smart TV 55"" UHD 4K",Tizen 4.0,0
2416613,18,M,10/09/2024,"San Juan, San Juan",Netflix,"Smart TV 55"" HD LED",Tizen 2.2.1,1
2416613,18,M,05/12/2023,"San Juan, San Juan",HBO Max,"Smart TV 65"" OLED 4K S90C",Tizen 2.2.1,1
2416613,18,M,01/04/2024,"San Juan, San Juan",Paramount+,"Smart TV 65"" OLED 4K S90C",Tizen 2.3.2,0
2416613,23,M,11/06/2024,"San Juan, San Juan",HBO Max,"Smart TV 65"" OLED 4K S90C",Tizen 2.3.2,1
2416613,18,M,24/08/2024,"San Juan, San Juan",Paramount+,"Smart TV 65"" OLED 4K S90C",Tizen 3.0,1
2416613,18,M,18/06/2024,"San Juan, San Juan",Amazon Prime,"Smart TV 55"" UHD 4K",Tizen 2.3.2,1
2416613,45,M,17/06/2024,"San Juan, San Juan",Disney+,"Smart TV 55"" HD LED",Tizen 2.2.1,0
2416613,23,M,01/11/2024,"San Juan, San Juan",Netflix,"Smart TV 65"" OLED 4K S90C",Tizen 2.2.1,1
2416613,45,M,17/05/2024,"San Juan, San Juan",Netflix,"Smart TV 55"" UHD 4K",Tizen 2.3.2,1
2416613,23,M,02/11/2024,"San Juan, San Juan",Disney+,"Smart TV 55"" HD LED",Tizen 3.0,0
2416613,45,M,24/12/2023,"San Juan, San Juan",HBO Max,"Smart TV 75"" Neo QLED 4K QN85C",Tizen 2.3.2,0
2416613,18,M,28/07/2024,"San Juan, San Juan",HBO Max,"Smart TV 55"" HD LED",Tizen 4.0,1
2416613,45,M,27/03/2024,"San Juan, San Juan",Netflix,"Smart TV 55"" HD LED",Tizen 2.3,0
2416613,23,M,05/11/2024,"San Juan, San Juan",Netflix,"Smart TV 55"" UHD 4K",Tizen 2.2.1,1
2416613,18,M,14/09/2024,"San Juan, San Juan",HBO Max,"Smart TV 55"" HD LED",Tizen 2.3,1
2416613,45,M,29/02/2024,"San Juan, San Juan",Amazon Prime,"Smart TV 65"" OLED 4K S90C",Tizen 3.0,1
2416613,18,M,18/05/2024,"San Juan, San Juan",Disney+,"Smart TV 75"" Neo QLED 4K QN85C",Tizen 4.0,1
2416613,18,M,09/11/2023,"San Juan, San Juan",Netflix,"Smart TV 55"" HD LED",Tizen 3.0,0
2416613,18,M,28/11/2023,"San Juan, San Juan",Netflix,"Smart TV 55"" UHD 4K",Tizen 2.3,0
2416613,23,M,10/06/2024,"San Juan, San Juan",Disney+,"Smart TV 75"" Neo QLED 4K QN85C",Tizen 4.0,0
2416613,45,M,27/11/2023,"San Juan, San Juan",Paramount+,"Smart TV 55"" UHD 4K",Tizen 4.0,1
2416613,18,M,23/05/2024,"San Juan, San Juan",Paramount+,"Smart TV 75"" Neo QLED 4K QN85C",Tizen 4.0,0
2416613,18,M,28/10/2024,"San Juan, San Juan",Paramount+,"Smart TV 65"" OLED 4K S90C",Tizen 3.0,0
2416613,23,M,28/12/2023,"San Juan, San Juan",HBO Max,"Smart TV 75"" Neo QLED 4K QN85C",Tizen 3.0,1
2416613,45,M,31/05/2024,"San Juan, San Juan",Disney+,"Smart TV 75"" Neo QLED 4K QN85C",Tizen 2.3.2,1
2416613,45,M,23/09/2024,"San Juan, San Juan",HBO Max,"Smart TV 75"" Neo QLED 4K QN85C",Tizen 3.0,1
2416613,18,M,02/12/2023,"San Juan, San Juan",Netflix,"Smart TV 55"" HD LED",Tizen 2.2.1,1
2416613,45,M,04/02/2024,"San Juan, San Juan",Disney+,"Smart TV 55"" HD LED",Tizen 2.3,0
7727286,36,F,24/11/2023,"La Plata, Buenos Aires",Disney+,"Smart TV 40"" FHD",Tizen 2.3.2,0
7727286,22,F,30/12/2023,"La Plata, Buenos Aires",HBO Max,"Smart TV 55"" HD LED",Tizen 2.2.1,1
7727286,22,F,20/10/2024,"La Plata, Buenos Aires",Netflix,"Smart TV 65"" OLED 4K S90C",Tizen 2.3.2,0
7727286,53,M,02/12/2023,"La Plata, Buenos Aires",Disney+,"Smart TV 55"" UHD 4K",Tizen 2.3,0
7727286,42,F,29/09/2024,"La Plata, Buenos Aires",HBO Max,"Smart TV 55"" HD LED",Tizen 2.2.1,1
7727286,36,F,29/10/2024,"La Plata, Buenos Aires",Netflix,"Smart TV 55"" HD LED",Tizen 3.0,0
7727286,42,F,29/02/2024,"La Plata, Buenos Aires",Disney+,"Smart TV 55"" UHD 4K",Tizen 4.0,0
7727286,42,F,10/08/2024,"La Plata, Buenos Aires",Disney+,"Smart TV 55"" HD LED",Tizen 2.3,1
7727286,42,F,06/06/2024,"La Plata, Buenos Aires",Paramount+,"Smart TV 40"" FHD",Tizen 3.0,1
7727286,36,F,30/09/2024,"La Plata, Buenos Aires",Disney+,"Smart TV 40"" FHD",Tizen 4.0,0
7727286,42,F,21/07/2024,"La Plata, Buenos Aires",HBO Max,"Smart TV 55"" UHD 4K",Tizen 4.0,0
7727286,53,M,06/03/2024,"La Plata, Buenos Aires",HBO Max,"Smart TV 55"" HD LED",Tizen 2.3.2,1
7727286,36,F,17/02/2024,"La Plata, Buenos Aires",Paramount+,"Smart TV 55"" UHD 4K",Tizen 2.2.1,0
7727286,53,M,26/11/2023,"La Plata, Buenos Aires",Netflix,"Smart TV 40"" FHD",Tizen 2.2.1,1
7727286,22,F,16/02/2024,"La Plata, Buenos Aires",Netflix,"Smart TV 55"" HD LED",Tizen 2.3,0
7727286,53,M,29/10/2024,"La Plata, Buenos Aires",Paramount+,"Smart TV 40"" FHD",Tizen 4.0,1
7727286,53,M,12/12/2023,"La Plata, Buenos Aires",Disney+,"Smart TV 55"" HD LED",Tizen 3.0,1
7727286,36,F,18/02/2024,"La Plata, Buenos Aires",Paramount+,"Smart TV 55"" HD LED",Tizen 2.3,1
8651559,38,F,10/07/2024,"San Juan, San Juan",Paramount+,"Smart TV 55"" UHD 4K",Tizen 4.0,1
8651559,46,F,13/02/2024,"San Juan, San Juan",Amazon Prime,"Smart TV 40"" FHD",Tizen 2.3,0
8651559,38,F,08/09/2024,"San Juan, San Juan",Netflix,"Smart TV 40"" FHD",Tizen 2.3.2,1
8651559,39,F,02/03/2024,"San Juan, San Juan",Paramount+,"Smart TV 55"" UHD 4K",Tizen 2.2.1,1
8651559,46,F,09/06/2024,"San Juan, San Juan",Paramount+,"Smart TV 55"" HD LED",Tizen 2.3,1
8651559,46,F,29/03/2024,"San Juan, San Juan",Netflix,"Smart TV 40"" FHD",Tizen 4.0,0
8651559,39,F,01/08/2024,"San Juan, San Juan",Disney+,"Smart TV 55"" UHD 4K",Tizen 2.3.2,1
8651559,34,M,23/08/2024,"San Juan, San Juan",Disney+,"Smart TV 55"" HD LED",Tizen 2.2.1,1
8651559,34,M,01/05/2024,"San Juan, San Juan",Amazon Prime,"Smart TV 55"" UHD 4K",Tizen 3.0,0
8651559,34,M,24/12/2023,"San Juan, San Juan",Disney+,"Smart TV 55"" UHD 4K",Tizen 3.0,1
8651559,39,F,06/09/2024,"San Juan, San Juan",Netflix,"Smart TV 55"" UHD 4K",Tizen 2.3.2,1
8651559,34,M,05/07/2024,"San Juan, San Juan",Amazon Prime,"Smart TV 40"" FHD",Tizen 3.0,1
8928510,53,M,02/11/2024,"Rosario, Santa Fe",Disney+,"Smart TV 40"" FHD",Tizen 4.0,1
8928510,64,M,10/03/2024,"Rosario, Santa Fe",Paramount+,"Smart TV 65"" OLED 4K S90C",Tizen 4.0,1
8928510,64,M,23/05/2024,"Rosario, Santa Fe",Amazon Prime,"Smart TV 55"" UHD 4K",Tizen 2.3.2,0
8928510,60,F,19/03/2024,"Rosario, Santa Fe",Paramount+,"Smart TV 65"" OLED 4K S90C",Tizen 2.3,1
8928510,53,M,07/10/2024,"Rosario, Santa Fe",Paramount+,"Smart TV 40"" FHD",Tizen 2.2.1,1
8928510,30,F,18/05/2024,"Rosario, Santa Fe",Amazon Prime,"Smart TV 40"" FHD",Tizen 2.3.2,1
8928510,64,M,15/11/2023,"Rosario, Santa Fe",Paramount+,"Smart TV 40"" FHD",Tizen 2.2.1,0
8928510,53,M,19/05/2024,"Rosario, Santa Fe",Paramount+,"Smart TV 65"" OLED 4K S90C",Tizen 2.2.1,0
8928510,30,F,05/10/2024,"Rosario, Santa Fe",Disney+,"Smart TV 65"" OLED 4K S90C",Tizen 2.2.1,0
8928510,64,M,30/11/2023,"Rosario, Santa Fe",Amazon Prime,"Smart TV 55"" UHD 4K",Tizen 4.0,1
8928510,53,M,07/02/2024,"Rosario, Santa Fe",Netflix,"Smart TV 55"" UHD 4K",Tizen 3.0,1
8928510,60,F,12/09/2024,"Rosario, Santa Fe",Paramount+,"Smart TV 40"" FHD",Tizen 2.3.2,0
8928510,60,F,25/02/2024,"Rosario, Santa Fe",Amazon Prime,"Smart TV 55"" UHD 4K",Tizen 2.3.2,0
8928510,53,M,06/12/2023,"Rosario, Santa Fe",HBO Max,"Smart TV 65"" OLED 4K S90C",Tizen 2.2.1,1
8928510,30,F,21/06/2024,"Rosario, Santa Fe",Paramount+,"Smart TV 55"" UHD 4K",Tizen 3.0,0
8928510,53,M,05/03/2024,"Rosario, Santa Fe",Amazon Prime,"Smart TV 65"" OLED 4K S90C",Tizen 2.3.2,1
8928510,60,F,17/02/2024,"Rosario, Santa Fe",Amazon Prime,"Smart TV 65"" OLED 4K S90C",Tizen 2.2.1,1
8928510,64,M,01/02/2024,"Rosario, Santa Fe",Paramount+,"Smart TV 55"" UHD 4K",Tizen 4.0,1
8928510,30,F,11/12/2023,"Rosario, Santa Fe",Netflix,"Smart TV 65"" OLED 4K S90C",Tizen 2.2.1,0
8928510,64,M,07/01/2024,"Rosario, Santa Fe",HBO Max,"Smart TV 40"" FHD",Tizen 2.3.2,0
8928510,53,M,19/10/2024,"Rosario, Santa Fe",Paramount+,"Smart TV 55"" UHD 4K",Tizen 2.3,1
8928510,53,M,09/12/2023,"Rosario, Santa Fe",Paramount+,"Smart TV 65"" OLED 4K S90C",Tizen 2.3,1
8928510,53,M,13/09/2024,"Rosario, Santa Fe",Paramount+,"Smart TV 55"" UHD 4K",Tizen 2.3.2,0
8928510,53,M,25/07/2024,"Rosario, Santa Fe",HBO Max,"Smart TV 55"" UHD 4K",Tizen 2.3.2,0
8928510,30,F,20/04/2024,"Rosario, Santa Fe",Amazon Prime,"Smart TV 55"" UHD 4K",Tizen 2.3.2,1
8928510,30,F,28/12/2023,"Rosario, Santa Fe",Amazon Prime,"Smart TV 40"" FHD",Tizen 2.2.1,1
8928510,60,F,22/09/2024,"Rosario, Santa Fe",Paramount+,"Smart TV 40"" FHD",Tizen 2.3.2,1
8928510,60,F,02/05/2024,"Rosario, Santa Fe",HBO Max,"Smart TV 55"" UHD 4K",Tizen 2.3,0
8928510,53,M,15/06/2024,"Rosario, Santa Fe",Amazon Prime,"Smart TV 65"" OLED 4K S90C",Tizen 4.0,0
8928510,30,F,21/11/2023,"Rosario, Santa Fe",HBO Max,"Smart TV 65"" OLED 4K S90C",Tizen 3.0,1
8928510,64,M,12/10/2024,"Rosario, Santa Fe",Disney+,"Smart TV 65"" OLED 4K S90C",Tizen 3.0,0
8928510,30,F,04/04/2024,"Rosario, Santa Fe",Netflix,"Smart TV 40"" FHD",Tizen 3.0,1
8928510,64,M,30/12/2023,"Rosario, Santa Fe",Netflix,"Smart TV 65"" OLED 4K S90C",Tizen 2.3,1
8928510,53,M,21/12/2023,"Rosario, Santa Fe",Amazon Prime,"Smart TV 55"" UHD 4K",Tizen 4.0,1
8928510,30,F,02/05/2024,"Rosario, Santa Fe",Netflix,"Smart TV 40"" FHD",Tizen 2.3.2,1
8928510,30,F,04/11/2024,"Rosario, Santa Fe",Netflix,"Smart TV 65"" OLED 4K S90C",Tizen 2.3.2,0
8928510,60,F,02/04/2024,"Rosario, Santa Fe",HBO Max,"Smart TV 65"" OLED 4K S90C",Tizen 2.3,1
8928510,53,M,20/11/2023,"Rosario, Santa Fe",Paramount+,"Smart TV 65"" OLED 4K S90C",Tizen 3.0,0
8928510,64,M,26/02/2024,"Rosario, Santa Fe",Paramount+,"Smart TV 65"" OLED 4K S90C",Tizen 2.2.1,1
8928510,53,M,12/10/2024,"Rosario, Santa Fe",Netflix,"Smart TV 55"" UHD 4K",Tizen 2.2.1,0
8928510,30,F,13/06/2024,"Rosario, Santa Fe",Netflix,"Smart TV 65"" OLED 4K S90C",Tizen 4.0,1
8928510,30,F,01/02/2024,"Rosario, Santa Fe",Netflix,"Smart TV 55"" UHD 4K",Tizen 2.3,0
8928510,60,F,31/01/2024,"Rosario, Santa Fe",Disney+,"Smart TV 65"" OLED 4K S90C",Tizen 2.3.2,1
8928510,60,F,11/05/2024,"Rosario, Santa Fe",Paramount+,"Smart TV 65"" OLED 4K S90C",Tizen 2.2.1,0
8928510,30,F,21/05/2024,"Rosario, Santa Fe",Netflix,"Smart TV 55"" UHD 4K",Tizen 3.0,0
8928510,30,F,16/02/2024,"Rosario, Santa Fe",Amazon Prime,"Smart TV 40"" FHD",Tizen 4.0,0
8928510,64,M,06/10/2024,"Rosario, Santa Fe",Amazon Prime,"Smart TV 40"" FHD",Tizen 2.2.1,1
8928510,60,F,31/01/2024,"Rosario, Santa Fe",Amazon Prime,"Smart TV 40"" FHD",Tizen 2.3,1
8928510,53,M,22/10/2024,"Rosario, Santa Fe",Netflix,"Smart TV 55"" UHD 4K",Tizen 4.0,0
8928510,64,M,16/12/2023,"Rosario, Santa Fe",Amazon Prime,"Smart TV 65"" OLED 4K S90C",Tizen 2.3,1
8928510,30,F,29/09/2024,"Rosario, Santa Fe",Netflix,"Smart TV 40"" FHD",Tizen 2.2.1,1
8928510,64,M,29/04/2024,"Rosario, Santa Fe",Netflix,"Smart TV 65"" OLED 4K S90C",Tizen 4.0,1
8928510,30,F,16/09/2024,"Rosario, Santa Fe",Netflix,"Smart TV 40"" FHD",Tizen 4.0,1
8928510,53,M,24/09/2024,"Rosario, Santa Fe",HBO Max,"Smart TV 65"" OLED 4K S90C",Tizen 2.3.2,0
8928510,30,F,19/09/2024,"Rosario, Santa Fe",HBO Max,"Smart TV 55"" UHD 4K",Tizen 2.3,0
8928510,53,M,15/10/2024,"Rosario, Santa Fe",Netflix,"Smart TV 40"" FHD",Tizen 2.3.2,1
8928510,53,M,21/11/2023,"Rosario, Santa Fe",Paramount+,"Smart TV 55"" UHD 4K",Tizen 2.2.1,0
8928510,53,M,24/04/2024,"Rosario, Santa Fe",Netflix,"Smart TV 40"" FHD",Tizen 2.3,0
8928510,53,M,07/10/2024,"Rosario, Santa Fe",Disney+,"Smart TV 55"" UHD 4K",Tizen 2.2.1,0
8928510,53,M,25/09/2024,"Rosario, Santa Fe",Netflix,"Smart TV 65"" OLED 4K S90C",Tizen 3.0,1
8928510,64,M,29/02/2024,"Rosario, Santa Fe",Netflix,"Smart TV 65"" OLED 4K S90C",Tizen 3.0,1
8928510,53,M,06/01/2024,"Rosario, Santa Fe",HBO Max,"Smart TV 40"" FHD",Tizen 2.2.1,0
8928510,53,M,13/02/2024,"Rosario, Santa Fe",HBO Max,"Smart TV 55"" UHD 4K",Tizen 3.0,0
8928510,64,M,29/05/2024,"Rosario, Santa Fe",Paramount+,"Smart TV 65"" OLED 4K S90C",Tizen 2.2.1,1
